[2026-02-18 10:01:32] --- ALERT SYSTEM REBOOTED ---
[2026-02-18 10:04:29] --- ALERT SYSTEM REBOOTED ---
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 35, 514851), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 830.0, 'gas': 829.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:36] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:36] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:36] Device query done. Found=True
[2026-02-18 10:14:36] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:36] [ML] Starting report for N/A
[2026-02-18 10:14:36] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:36] [ML] Health check done
[2026-02-18 10:14:36] [ML] Prediction done
[2026-02-18 10:14:36] [ML] Text generation done
[2026-02-18 10:14:36] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:36.021159'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 36, 21159), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 831.0, 'gas': 830.0, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:36] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:36] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:36] Device query done. Found=True
[2026-02-18 10:14:36] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:36] [ML] Starting report for N/A
[2026-02-18 10:14:36] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:36] [ML] Health check done
[2026-02-18 10:14:36] [ML] Prediction done
[2026-02-18 10:14:36] [ML] Text generation done
[2026-02-18 10:14:36] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:36.495895'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 36, 495895), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 830.0, 'gas': 830.0, 'rain': 4095.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:36] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:37] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:37] Device query done. Found=True
[2026-02-18 10:14:37] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:37] [ML] Starting report for N/A
[2026-02-18 10:14:37] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:37] [ML] Health check done
[2026-02-18 10:14:37] [ML] Prediction done
[2026-02-18 10:14:37] [ML] Text generation done
[2026-02-18 10:14:37] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:36.992406'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 36, 992406), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 828.0, 'gas': 829.8, 'rain': 4095.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:37] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:37] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:37] Device query done. Found=True
[2026-02-18 10:14:37] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:37] [ML] Starting report for N/A
[2026-02-18 10:14:37] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:37] [ML] Health check done
[2026-02-18 10:14:37] [ML] Prediction done
[2026-02-18 10:14:37] [ML] Text generation done
[2026-02-18 10:14:37] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:37.468284'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 37, 468284), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 829.0, 'gas': 829.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:37] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:37] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:38] Device query done. Found=True
[2026-02-18 10:14:38] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:38] [ML] Starting report for N/A
[2026-02-18 10:14:38] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:38] [ML] Health check done
[2026-02-18 10:14:38] [ML] Prediction done
[2026-02-18 10:14:38] [ML] Text generation done
[2026-02-18 10:14:38] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:37.942668'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 37, 942668), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 831.0, 'gas': 829.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:38] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:38] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:38] Device query done. Found=True
[2026-02-18 10:14:38] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:38] [ML] Starting report for N/A
[2026-02-18 10:14:38] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:38] [ML] Health check done
[2026-02-18 10:14:38] [ML] Prediction done
[2026-02-18 10:14:38] [ML] Text generation done
[2026-02-18 10:14:38] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:38.408630'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 38, 408630), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 831.0, 'gas': 829.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:38] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:38] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:39] Device query done. Found=True
[2026-02-18 10:14:39] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:39] [ML] Starting report for N/A
[2026-02-18 10:14:39] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:39] [ML] Health check done
[2026-02-18 10:14:39] [ML] Prediction done
[2026-02-18 10:14:39] [ML] Text generation done
[2026-02-18 10:14:39] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:38.900885'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 38, 900885), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 829.0, 'gas': 829.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:39] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:39] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:39] Device query done. Found=True
[2026-02-18 10:14:39] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:39] [ML] Starting report for N/A
[2026-02-18 10:14:39] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:39] [ML] Health check done
[2026-02-18 10:14:39] [ML] Prediction done
[2026-02-18 10:14:39] [ML] Text generation done
[2026-02-18 10:14:39] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:39.391866'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 39, 391866), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 828.0, 'gas': 829.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:40] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:40] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:40] Device query done. Found=True
[2026-02-18 10:14:41] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:41] [ML] Starting report for N/A
[2026-02-18 10:14:41] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:41] [ML] Health check done
[2026-02-18 10:14:41] [ML] Prediction done
[2026-02-18 10:14:41] [ML] Text generation done
[2026-02-18 10:14:41] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:40.753687'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 40, 753687), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 826.0, 'gas': 829.0, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:42] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:42] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:42] Device query done. Found=True
[2026-02-18 10:14:42] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:42] [ML] Starting report for N/A
[2026-02-18 10:14:42] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:42] [ML] Health check done
[2026-02-18 10:14:42] [ML] Prediction done
[2026-02-18 10:14:42] [ML] Text generation done
[2026-02-18 10:14:43] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:42.416934'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 42, 416934), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 824.0, 'gas': 827.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:44] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:44] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:44] Device query done. Found=True
[2026-02-18 10:14:44] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:44] [ML] Starting report for N/A
[2026-02-18 10:14:44] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:44] [ML] Health check done
[2026-02-18 10:14:44] [ML] Prediction done
[2026-02-18 10:14:44] [ML] Text generation done
[2026-02-18 10:14:45] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:44.449332'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 44, 449332), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 823.0, 'gas': 826.0, 'rain': 4095.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:45] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:45] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:45] Device query done. Found=True
[2026-02-18 10:14:46] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:46] [ML] Starting report for N/A
[2026-02-18 10:14:46] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:46] [ML] Health check done
[2026-02-18 10:14:46] [ML] Prediction done
[2026-02-18 10:14:46] [ML] Text generation done
[2026-02-18 10:14:46] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:45.719243'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 14, 45, 719243), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 823.0, 'gas': 824.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:14:48] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:14:48] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:14:48] Device query done. Found=True
[2026-02-18 10:14:48] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:14:48] [ML] Starting report for N/A
[2026-02-18 10:14:48] [ML] Risk calc: CRITICAL
[2026-02-18 10:14:48] [ML] Health check done
[2026-02-18 10:14:48] [ML] Prediction done
[2026-02-18 10:14:48] [ML] Text generation done
[2026-02-18 10:14:49] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:14:48.431976'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
